Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Internal comment,Client comment,
,,,,,Several placements in past year.  ,,,,,Dreams get lost - hot turns cold,,,,,,,
,,,,,,,,,,So tell the pain NO,,,,,,,
,,,,,Thanks for listening! ,,,,,Let the tears flow ,,,,,,,
,,,,,Greg,,,,,"Yeah, hurt dulls",,,,,,,
,,,,,,,,,,Try lettin' go n' know ,,,,,,,
,,,,,,,,,,Love gets us through ,,,,,,,
,,,,,,,,,,Love renews,,,,,,,
,,,,,,,,,,Sometimes I go-to-the water,,,,,,,
,,,,,,,,,,Get my thoughts softer ,,,,,,,
,,,,,,,,,,Sit n’ watch the waves flow ,,,,,,,
,,,,,,,,,,Passin' with each LONG roll ,,,,,,,
,,,,,,,,,,Like -- time --- waves seem slow,,,,,,,
,,,,,,,,,,Yet they crash – no lookin’ back ,,,,,,,
,,,,,,,,,,Enjoy the ride ,,,,,,,
,,,,,,,,,,Take pride!,,,,,,,
,,,,,,,,,,You say love is forever (so),,,,,,,
,,,,,,,,,,What else can we truly treasure,,,,,,,
,,,,,,,,,,Times come n’ we either grow (or),,,,,,,
,,,,,,,,,,Dreams get lost - hot turns cold,,,,,,,
,,,,,,,,,,So tell the pain NO,,,,,,,
,,,,,,,,,,Let the tears flow ,,,,,,,
,,,,,,,,,,"Yeah, any hurt dulls",,,,,,,
,,,,,,,,,,Try lettin' go - know,,,,,,,
,,,,,,,,,,Love gets us through ,,,,,,,
,,,,,,,,,,Love renews,,,,,,,
,,,,,,,,,,Love don’t need words,,,,,,,
,,,,,,,,,,Love don’t need great minds,,,,,,,
,,,,,,,,,,Love just needs an avenue,,,,,,,
,,,,,,,,,,"Maybe baby, love needs me n’ you",,,,,,,
,,,,,,,,,,You say love lives forever (so),,,,,,,
,,,,,,,,,,What else can we really treasure,,,,,,,
,,,,,,,,,,Times come n’ we either grow (or),,,,,,,
,,,,,,,,,,Dreams get lost or get old ,,,,,,,
,,,,,,,,,,So tell the pain NO,,,,,,,
,,,,,,,,,,Let the tears flow ,,,,,,,
,,,,,,,,,,"Yeah, any hurt dulls",,,,,,,
,,,,,,,,,,Try lettin' go n' know ,,,,,,,
,,,,,,,,,,Love gets us through ,,,,,,,
,,,,,,,,,,Love rescues (yeah),,,,,,,
,,,,,,,,,,It's true,,,,,,,
,,,,,,,,,,Love renews...,,,,,,,
121721728,ALONE WITH YOU,Go for the Heart,KLEIGH,76,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Singer-Songwriter/Alt Rock/MINIMAL,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00641,I think about how I spend my days,924504839,,2025,,,,
,,,,,,,,,,Where do I go? What do I say?,,,,,,,
,,,,,Let's please chat. ,,,,,To whom do I confess? ,,,,,,,
,,,,,,,,,,Hard to look at myself,,,,,,,
,,,,,ONE STOP ,,,,,When I see others I guess,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,As they come into view,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Who's safe - who's cool (that's),,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,My way to tune in who,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,I’ll get close to,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,When I'm around ev'ryone else ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,It's like I'm livin' ---- pitchin'----,,,,,,,
,,,,,Several placements in past year.  ,,,,,My life -- into their wishin' wells ,,,,,,,
,,,,,,,,,,Want space - not crowds - now,,,,,,,
,,,,,Thanks for listening! ,,,,,I just wanna be alone ,,,,,,,
,,,,,Greg,,,,,I wanna be alone ,,,,,,,
,,,,,,,,,,I wanna be alone...with you ,,,,,,,
,,,,,,,,,,On my own far too long ,,,,,,,
,,,,,,,,,,Life was cold n' way - too calm  (then),,,,,,,
,,,,,,,,,,We met n' went n' fell in love,,,,,,,
,,,,,,,,,,Brought thoughts n' what ifs  ,,,,,,,
,,,,,,,,,,Dreams n' fears bring cliffs n' zeniths,,,,,,,
,,,,,,,,,,Alone with memories ,,,,,,,
,,,,,,,,,,"Lookin' back, I believe (felt)",,,,,,,
,,,,,,,,,,Like them versus me,,,,,,,
,,,,,,,,,,...So I tarry ,,,,,,,
,,,,,,,,,,When I'm around ev'ryone else ,,,,,,,
,,,,,,,,,,It's like I'm livin' ---- pitchin'----,,,,,,,
,,,,,,,,,,My life -- into their wishin' wells,,,,,,,
,,,,,,,,,,Want space - not crowds – not now,,,,,,,
,,,,,,,,,,I just wanna be alone ,,,,,,,
,,,,,,,,,,I wanna be alone ,,,,,,,
,,,,,,,,,,I wanna be alone...with you ,,,,,,,
,,,,,,,,,,Other folks are great (okay),,,,,,,
,,,,,,,,,,I'm ready to get out of their way,,,,,,,
,,,,,,,,,,If you're with me - you get me ,,,,,,,
,,,,,,,,,,So stay...let's play ,,,,,,,
,,,,,,,,,,When I'm around ev'ryone else ,,,,,,,
,,,,,,,,,,It's like I'm livin' ---- pitchin'----,,,,,,,
,,,,,,,,,,My life -- into their wishin' wells ,,,,,,,
,,,,,,,,,,Want space - not crowds – not now,,,,,,,
,,,,,,,,,,I just wanna be alone ,,,,,,,
,,,,,,,,,,I wanna be alone ,,,,,,,
,,,,,,,,,,I wanna be alone...with you ,,,,,,,
,,,,,,,,,,Yeah,,,,,,,
,,,,,,,,,,I wanna be alone...with you (yeah),,,,,,,
,,,,,,,,,,Yeah,,,,,,,
,,,,,,,,,,I wanna be alone...with you (yeah)(mmm),,,,,,,
,,,,,,,,,,... with …. you,,,,,,,
122288606,MERRY CHRISTMAS ALL YEAR,Christmas,Alexa,86,HERE FOR YOUR EAR!,G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Christmas,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00319,Kissin’ under the Mistletoe ,,,2023,,,,
,,,,,,,,,,Makin’ angels in the snow ,,,,,,,
,,,,,Let's please chat. ,,,,,It would be so incredible,,,,,,,
,,,,,,,,,,If I could really marry Christmas all year ,,,,,,,
,,,,,ONE STOP ,,,,,Curlin up by the fire place,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Givin’ gifts meant to amaze ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Every day would be a holiday ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,If I could really marry Christmas all year ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,"That jolly feeling I get, when it comes around ",,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,"I deck the halls and count the, 12 days down ",,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Yeah I get butterflies waiting to see,,,,,,,
,,,,,Several placements in past year.  ,,,,,What kind of goodies I get underneath the tree ,,,,,,,
,,,,,,,,,,Kissin’ under the Mistletoe ,,,,,,,
,,,,,Thanks for listening! ,,,,,Makin’ angels in the snow ,,,,,,,
,,,,,Greg,,,,,It would be so incredible,,,,,,,
,,,,,,,,,,If I could really marry Christmas all year ,,,,,,,
,,,,,,,,,,Curlin up by the fire place,,,,,,,
,,,,,,,,,,Givin’ gifts meant to amaze ,,,,,,,
,,,,,,,,,,Every day would be a holiday ,,,,,,,
,,,,,,,,,,If I could really marry Christmas all year ,,,,,,,
,,,,,,,,,,Falalalalaaah 2X,,,,,,,
,,,,,,,,,,Bells would ring (pause),,,,,,,
,,,,,,,,,,Dream of what each new day brings,,,,,,,
,,,,,,,,,,I'd be much happier If I could marry Christmas all year ,,,,,,,
,,,,,,,,,,Kissin’ under the Mistletoe ,,,,,,,
,,,,,,,,,,Makin’ angels in the snow ,,,,,,,
,,,,,,,,,,It would be so incredible,,,,,,,
,,,,,,,,,,If I could really marry Christmas all year ,,,,,,,
,,,,,,,,,,Curlin up by the fire place,,,,,,,
,,,,,,,,,,Givin’ gifts meant to amaze ,,,,,,,
,,,,,,,,,,Every day would be a holiday ,,,,,,,
,,,,,,,,,,If I could really marry Christmas all year,,,,,,,
123174367,WITHOUT A SOUL,We’re Better than This,KLEIGH,65,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,"Alt Rock, Singer-Songwriter",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00638,Without a Soul. ©2024 gunn/putnam,925089411,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,V1,,,,,,,
,,,,,,,,,,So many things happen so easily -- in our world,,,,,,,
,,,,,ONE STOP ,,,,,Snap your fingers - presto – there you go,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Get what you want --- prayer answered  ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Winner takes all – you better know ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Big diff’rence between cool n’ cold_,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Ch1,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,His bankbook’s grown full – his time’s in a race,,,,,,,
,,,,,Several placements in past year.  ,,,,,Can’t really feel love but knows it has its place,,,,,,,
,,,,,,,,,,His heart’s on empty n’ where’s that he’s gettin’?,,,,,,,
,,,,,Thanks for listening! ,,,,,Greed must be temptin’ but The Gates don’t take gold ,,,,,,,
,,,,,Greg,,,,,So - it’s like goin’ to church……without a soul,,,,,,,
,,,,,,,,,,Without a soul,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,V2,,,,,,,
,,,,,,,,,,Chasin' fast cash n’ run with fast girls – life's blessed,,,,,,,
,,,,,,,,,,Don’t care no one’s there – if it's time to cry,,,,,,,
,,,,,,,,,,He walks the halls some call success ,,,,,,,
,,,,,,,,,,Carry your weight when it’s your time,,,,,,,
,,,,,,,,,,In heaven best not try lies - you can't hide,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch2,,,,,,,
,,,,,,,,,,His bankbook’s grown full – his time’s in a race,,,,,,,
,,,,,,,,,,Can’t really feel love but knows it has its place,,,,,,,
,,,,,,,,,,His heart’s on empty n’ where’s that he’s gettin’?,,,,,,,
,,,,,,,,,,Greed must be temptin’ but The Gates don’t take gold ,,,,,,,
,,,,,,,,,,So - it’s like goin’ to church……without a soul,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Br,,,,,,,
,,,,,,,,,,He can fold his hands in prayer ,,,,,,,
,,,,,,,,,,Without sincerely bein' there,,,,,,,
,,,,,,,,,,Confused - debonair,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch3/Outro,,,,,,,
,,,,,,,,,,His bankbook’s grown full – his time’s in a race,,,,,,,
,,,,,,,,,,Can’t really feel love but knows it has its place,,,,,,,
,,,,,,,,,,His heart’s on empty n’ where’s that he’s gettin’?,,,,,,,
,,,,,,,,,,Greed must be temptin’ but The Gates don’t take gold ,,,,,,,
,,,,,,,,,,So - it’s like goin’ to church……without a soul,,,,,,,
,,,,,,,,,,"Without a soul, no",,,,,,,
,,,,,,,,,,There’s no hope,,,,,,,
,,,,,,,,,,Without a soul,,,,,,,
,,,,,,,,,,All alone,,,,,,,
,,,,,,,,,,Without a soul,,,,,,,
123485285,WIHTOUT A SOUL - INSTRO,Slight Light,G Putnam Music,,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,"Film, Alt Rock",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,925089411,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
125624840,WORLD OF WORDS LILLI-MICHAEL,Caught Off Guard,Lilli O'Dowd & KLEIGH,76,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Zach Garrett (50%) ASCAP,Indie DUET,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00146,You told me you could light my flame ,913331921,,2025,,,,
,,,,,,,,,,Spark these embers - give love a brand-new name ,,,,,,,
,,,,,Let's please chat. ,,,,,"So clearly, I still remember  ",,,,,,,
,,,,,,,,,,I heard your words but ev’rythin’ ends there   ,,,,,,,
,,,,,ONE STOP ,,,,,I thought that I could finely see ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,You held a candle – shined like mystery ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,An answer in your eyes – a smile of light ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"Once again, truth lies just when it felt so right  ",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,We stumble through our words ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,We juggle so unsure ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,We crumble to the hurt… ,,,,,,,
,,,,,Several placements in past year.  ,,,,,Fallout from the world ,,,,,,,
,,,,,,,,,,The world of words  ,,,,,,,
,,,,,Thanks for listening! ,,,,,"See, I had so few clues ",,,,,,,
,,,,,Greg,,,,,Just got lost tryin’ to find you ,,,,,,,
,,,,,,,,,,In an empty world with so little time ,,,,,,,
,,,,,,,,,,It’s me-my-mine without any rhyme  ,,,,,,,
,,,,,,,,,,Those silent moments holdin’ you so tight ,,,,,,,
,,,,,,,,,,"There were no words, only warmth n’ sight ",,,,,,,
,,,,,,,,,,We seem to forget that time is but a treasure ,,,,,,,
,,,,,,,,,,Till we look back to find its measure ,,,,,,,
,,,,,,,,,,We stumble through our words ,,,,,,,
,,,,,,,,,,We juggle so unsure ,,,,,,,
,,,,,,,,,,We crumble to the hurt… ,,,,,,,
,,,,,,,,,,Fallout from the world,,,,,,,
,,,,,,,,,,The world of words,,,,,,,
,,,,,,,,,,We stumble through our words ,,,,,,,
,,,,,,,,,,We juggle so unsure ,,,,,,,
,,,,,,,,,,We crumble to the hurt… ,,,,,,,
,,,,,,,,,,Fallout from the world,,,,,,,
,,,,,,,,,,The world of words,,,,,,,
,,,,,,,,,,Fallout from the world,,,,,,,
,,,,,,,,,,The world of words,,,,,,,
127692930,CRIED FOR THE 1ST TIME - STRIPPED,Heart for Heart,KLEIGH,71,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,"Alt Rock, SINGER-SONGWRITER",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,QZ-GD6-24-00643,I cried for the 1st time,923988433,,2024,,,,
,,,,,,,,,,Felt swept away - tumblin' down a mountain side,,,,,,,
,,,,,Let's please chat. ,,,,,Sprawling ...callin....snowballin',,,,,,,
,,,,,,,,,,I won't find you n' I can't find me n',,,,,,,
,,,,,ONE STOP ,,,,,Like I lost my dignity,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,I've cried for the 1st time ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,I couldn't talk - my heart got caught,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Lost in memories n' fears that climb,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,My mind each time I stop,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,To gather thoughts -- this pain denies (yeah),,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,I cried for the 1st time,,,,,,,
,,,,,Several placements in past year.  ,,,,,I crumbled at the worst time,,,,,,,
,,,,,,,,,,Stuck in a dead-end line - waitin' in a town called Why,,,,,,,
,,,,,Thanks for listening! ,,,,,Sprawlin'...bawlin'...recallin',,,,,,,
,,,,,Greg,,,,,What it's done to me n' what this loss means n',,,,,,,
,,,,,,,,,,When does a heartache leave?,,,,,,,
,,,,,,,,,,I've cried since the 1st time ,,,,,,,
,,,,,,,,,,I couldn't talk - my heart got caught,,,,,,,
,,,,,,,,,,Lost in memories n' fears that climb,,,,,,,
,,,,,,,,,,My mind each time I stop,,,,,,,
,,,,,,,,,,To gather thoughts -- this pain denies (yeah),,,,,,,
,,,,,,,,,,I've cried since the 1st time (it's),,,,,,,
,,,,,,,,,,Time to dry my eyes,,,,,,,
,,,,,,,,,,Hold my head up high,,,,,,,
,,,,,,,,,,You were the only one (now),,,,,,,
,,,,,,,,,,I  got to - have to - need to - move on,,,,,,,
,,,,,,,,,,I'm cryin' like it's the 1st time n',,,,,,,
,,,,,,,,,,I couldn't talk - my heart got caught,,,,,,,
,,,,,,,,,,Lost in memories n' fears that climb,,,,,,,
,,,,,,,,,,My mind each time I stop,,,,,,,
,,,,,,,,,,To gather thoughts - the pain denies,,,,,,,
,,,,,,,,,,"I cried for.....No....oh, no...",,,,,,,
,,,,,,,,,,I've cried for the last time,,,,,,,
,,,,,,,,,,I've cried for the last time ,,,,,,,
,,,,,,,,,,I've cried for the last time.........,,,,,,,
,,,,,,,,,,Someday...will make my way to okayI'll be okay,,,,,,,
131838247,HEARTWAVE,Lloyd’s Void,Lloyd G Miller,95,HERE FOR YOUR EAR!,G Putnam (34%) ASCAP Lloyd Miller (33%) ASCAP Sandra Devault (33%),Country Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00647,Feel a cool breeze as she walked by,925153273,,2024,,,,
,,,,,,,,,,Then a draft from the closin' door ,,,,,,,
,,,,,Let's please chat. ,,,,,As I moved toward her,,,,,,,
,,,,,,,,,,My steps grew shorter,,,,,,,
,,,,,ONE STOP ,,,,,Air whirled - hot winds waved,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Tonight's gonna be a hurricane,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,It's a heartwave n' I'm feelin' brave ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Timeless touches - thunder rushes,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Each time she spins,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,The heat rises n' ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Begins blowin' our way,,,,,,,
,,,,,Several placements in past year.  ,,,,,Sparks fly - hope begins ,,,,,,,
,,,,,,,,,,My heart's startin' to bl;aze,,,,,,,
,,,,,Thanks for listening! ,,,,,Feelin' my 1st heartwave,,,,,,,
,,,,,Greg,,,,,Felt feelin's real appealin' - asker her (to) dance,,,,,,,
,,,,,,,,,,Her look was my answer (with),,,,,,,
,,,,,,,,,,Lips that were made to kiss ,,,,,,,
,,,,,,,,,,Eyes like Junior Mints ,,,,,,,
,,,,,,,,,,I know where it's goin' ,,,,,,,
,,,,,,,,,,My hearts blown away like a hurricane,,,,,,,
,,,,,,,,,,It's a heartwave n' I'm feelin' brave ,,,,,,,
,,,,,,,,,,Timeless touches - thunder rushes,,,,,,,
,,,,,,,,,,Each time she spins,,,,,,,
,,,,,,,,,,The heat rises n' ,,,,,,,
,,,,,,,,,,Begins blowin' our way,,,,,,,
,,,,,,,,,,Sparks fly - hope begins ,,,,,,,
,,,,,,,,,,My heart's startin' to bl;aze,,,,,,,
,,,,,,,,,,Feelin' my 1st heartwave,,,,,,,
,,,,,,,,,,She's like a summer dream all winter,,,,,,,
,,,,,,,,,,Glows like a candle as the midnight turns,,,,,,,
,,,,,,,,,,From a moment to day ,,,,,,,
,,,,,,,,,,From a match to a blaze,,,,,,,
,,,,,,,,,,From bein' born to ..........,,,,,,,
,,,,,,,,,,Findin' my way,,,,,,,
,,,,,,,,,, It's a heartwave n' I'm feelin' brave ,,,,,,,
,,,,,,,,,,Timeless touches - thunder rushes,,,,,,,
,,,,,,,,,,Each time she spins,,,,,,,
,,,,,,,,,,The heat rises n' ,,,,,,,
,,,,,,,,,,Begins blowin' our way,,,,,,,
,,,,,,,,,,Sparks fly - hope begins ,,,,,,,
,,,,,,,,,,My heart's startin' to bl;aze,,,,,,,
,,,,,,,,,,Feelin' my 1st heartwave,,,,,,,
,,,,,,,,,,1st heartwave,,,,,,,
134771256,LOOKIN' IN SO LOOK OUT,Doin’ the Ev'ryday,KLEIGH,95,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,Indie Folk,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00337,I saw these waves rollin' in again n' again,921023465,,2025,,,,
,,,,,,,,,,Got me wonderin' 'bout wanderin',,,,,,,
,,,,,Let's please chat. ,,,,,To see what I maybe ought to see,,,,,,,
,,,,,,,,,,Within my mystery but without my history,,,,,,,
,,,,,ONE STOP ,,,,,Since you came my way,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,All I wanna do is play (okay),,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Let's stray - hey,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,(Say),,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,I’m kinda’ like lookin’ at your face,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,When I see it – I find my place n’,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,It kind’a feels okay,,,,,,,
,,,,,Several placements in past year.  ,,,,,Climb inside that line of sight,,,,,,,
,,,,,,,,,,Eye-to-eye – feel no doubt,,,,,,,
,,,,,Thanks for listening! ,,,,,I’m lookin’ in’ – so look out,,,,,,,
,,,,,Greg,,,,,Bein’ new n' just passin' through like payin' dues,,,,,,,
,,,,,,,,,,Runnin' circles - ran right square into you,,,,,,,
,,,,,,,,,,I was sprintin' in my circles n',,,,,,,
,,,,,,,,,,Who knew - stand here toe-to-toe,,,,,,,
,,,,,,,,,,Touch me n' there's a hold,,,,,,,
,,,,,,,,,,"Taken control – yeah, lettin' go n' ",,,,,,,
,,,,,,,,,,So come close,,,,,,,
,,,,,,,,,,Whoa,,,,,,,
,,,,,,,,,,I’m kinda’ like lookin’ at your face,,,,,,,
,,,,,,,,,,Ev’rytime I see it – I find my place n’,,,,,,,
,,,,,,,,,,It kind’a feels okay,,,,,,,
,,,,,,,,,,Climb inside that line of sight,,,,,,,
,,,,,,,,,,Eye-to-eye – forget doubt,,,,,,,
,,,,,,,,,,I’m lookin’ in’ – so look out,,,,,,,
,,,,,,,,,,Each time in your eyes (I),,,,,,,
,,,,,,,,,,Fall steeper – diggin’ deeper,,,,,,,
,,,,,,,,,,You’re a __,,,,,,,
,,,,,,,,,,I’m a __,,,,,,,
,,,,,,,,,,We’re a Keeper ,,,,,,,
,,,,,,,,,,I’m kinda’ like lookin’ at your face,,,,,,,
,,,,,,,,,,Ev’rytimeI see it – I find my place n’,,,,,,,
,,,,,,,,,,It kind’a feels okay,,,,,,,
,,,,,,,,,,Climb inside that line of sight,,,,,,,
,,,,,,,,,,Eye-to-eye – forget doubt,,,,,,,
,,,,,,,,,,I’m lookin’ in’ – so look out,,,,,,,
135731404,DREAMERS DANCE - INSTRO,For Real?,G Putnam Music,88,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Singer-Songwriter/CINEMATIC,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00629,,924278771,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
140962073,CLAUS FOR CELEBRATION,Christmas,KLEIGH,84,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,Christmas,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-25-00372,It's freezing cold ,922845817,,2025,,,,
,,,,,,,,,,The nights go slow,,,,,,,
,,,,,Let's please chat. ,,,,,Cheeks turned rosy ,,,,,,,
,,,,,,,,,,It's high time for cozy ,,,,,,,
,,,,,ONE STOP ,,,,,Light some candles ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Slip into socks & sandals ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Spend the night oh so holy,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"When Santa arrives tell me, will he",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Help the holiday glow,,,,,,,
